Month,Day,Quarter,Department,team,targeted_productivity,smv,wip,over_time,incentive,idle_time,idle_men,no_of_style_change,no_of_workers,actual_productivity,wip_mean,wip_median,wip_knn,wip_rf
1,2,2,1,8,0.8,25.9,1211.0,10260,60,0.0,0,0,57.0,0.850252525,1211.0,1211.0,1211.0,1211.0
1,2,2,1,7,0.8,25.9,1126.0,10170,60,0.0,0,0,56.5,0.850136766,1126.0,1126.0,1126.0,1126.0
1,2,2,2,5,0.65,4.15,,1440,0,0.0,0,0,8.0,0.821354167,1190.0,1039.0,903.0,645.0
1,2,2,2,2,0.8,3.94,,1440,0,0.0,0,0,8.0,0.805909091,1190.0,1039.0,903.0,614.0
1,2,2,1,6,0.8,11.61,1004.0,5670,50,0.0,0,0,31.5,0.800246753,1004.0,1004.0,1004.0,1004.0
1,2,2,1,12,0.8,11.61,1063.0,5670,50,0.0,0,0,31.5,0.800246753,1063.0,1063.0,1063.0,1063.0
1,2,2,1,2,0.8,28.08,723.0,10530,50,0.0,0,0,58.5,0.8,723.0,723.0,723.0,723.0
1,2,2,1,3,0.8,42.27,465.0,9900,54,0.0,0,0,55.0,0.705576584,465.0,465.0,465.0,465.0
1,2,2,2,8,0.8,2.9,,1440,0,0.0,0,0,8.0,0.681060606,1190.0,1039.0,904.0,579.0
1,2,2,2,7,0.8,2.9,,1440,0,0.0,0,0,8.0,0.670075758,1190.0,1039.0,903.0,597.0
1,2,2,2,11,0.8,4.15,,1440,0,0.0,0,0,8.0,0.601278409,1190.0,1039.0,904.0,571.0
1,2,2,1,11,0.7,27.13,530.0,9540,37,0.0,0,0,53.0,0.582301029,530.0,530.0,530.0,530.0
1,2,2,1,5,0.7,20.79,1297.0,10440,0,0.0,0,0,58.0,0.526810345,1297.0,1297.0,1297.0,1297.0
1,2,2,1,4,0.5,22.4,783.0,10170,23,0.0,0,0,56.5,0.500380799,783.0,783.0,783.0,783.0
1,2,2,1,10,0.35,22.4,715.0,10170,23,0.0,0,0,56.5,0.35020649,715.0,715.0,715.0,715.0
1,3,2,2,11,0.8,4.15,,1980,0,0.0,0,0,7.0,0.934607438,1190.0,1039.0,874.0,832.0
1,3,2,2,4,0.35,4.3,,2700,0,0.0,0,0,8.0,0.908080808,1190.0,1039.0,934.0,792.0
1,3,2,1,7,0.8,25.9,1150.0,10170,70,0.0,0,0,56.5,0.900144811,1150.0,1150.0,1150.0,1150.0
1,3,2,2,1,0.8,3.94,,1440,0,0.0,0,0,8.0,0.891723485,1190.0,1039.0,902.0,765.0
1,3,2,2,5,0.65,4.15,,1440,0,0.0,0,0,15.0,0.864583333,1190.0,1039.0,909.0,692.0
1,3,2,2,9,0.8,3.94,,1440,0,0.0,0,0,8.0,0.858143939,1190.0,1039.0,904.0,666.0
1,3,2,1,9,0.8,26.16,1232.0,10620,75,0.0,0,0,59.0,0.850502311,1232.0,1232.0,1232.0,1232.0
1,3,2,1,8,0.8,25.9,1218.0,10170,60,0.0,0,0,56.5,0.850136766,1218.0,1218.0,1218.0,1218.0
1,3,2,2,7,0.8,2.9,,1440,0,0.0,0,0,8.0,0.837594697,1190.0,1039.0,904.0,688.0
1,3,2,2,3,0.8,4.15,,1440,0,0.0,0,0,7.0,0.820833333,1190.0,1039.0,902.0,670.0
1,3,2,1,12,0.8,11.61,1159.0,2970,50,0.0,0,0,31.5,0.800313433,1159.0,1159.0,1159.0,1159.0
1,3,2,1,6,0.8,11.61,972.0,5670,38,0.0,0,0,31.5,0.800246753,972.0,972.0,972.0,972.0
1,3,2,1,1,0.8,26.16,1092.0,10620,63,0.0,0,0,59.0,0.800117103,1092.0,1092.0,1092.0,1092.0
1,3,2,1,5,0.7,20.79,965.0,7320,0,0.0,0,0,58.0,0.700095563,965.0,965.0,965.0,965.0
1,3,2,2,8,0.8,2.9,,1440,0,0.0,0,0,8.0,0.667329545,1190.0,1039.0,904.0,646.0
1,3,2,1,4,0.6,22.4,816.0,5100,23,0.0,0,0,57.0,0.600369686,816.0,816.0,816.0,816.0
1,3,2,1,10,0.5,22.4,947.0,3390,23,0.0,0,0,56.5,0.499980334,947.0,947.0,947.0,947.0
1,3,2,1,11,0.35,14.61,838.0,7200,23,0.0,0,0,55.0,0.35003125,838.0,838.0,838.0,838.0
1,3,2,2,10,0.8,3.94,,1260,0,0.0,0,0,8.0,0.332359307,1190.0,1039.0,770.0,529.0
1,3,2,1,2,0.8,51.02,1086.0,4260,27,0.0,0,0,57.0,0.311207464,1086.0,1086.0,1086.0,1086.0
1,3,2,2,2,0.8,3.94,,1260,0,0.0,0,0,8.0,0.247316017,1190.0,1039.0,770.0,557.0
1,4,3,2,4,0.35,4.3,,3600,0,0.0,0,0,20.0,0.988636364,1190.0,1039.0,1667.0,891.0
1,4,3,2,10,0.8,3.94,,3420,0,0.0,0,0,19.0,0.953110048,1190.0,1039.0,930.0,951.0
1,4,3,2,1,0.8,3.94,,1440,0,0.0,0,0,8.0,0.884261364,1190.0,1039.0,902.0,745.0
1,4,3,2,5,0.65,4.15,,1440,0,0.0,0,0,8.0,0.860653409,1190.0,1039.0,904.0,746.0
1,4,3,2,9,0.8,3.94,,1440,0,0.0,0,0,8.0,0.858143939,1190.0,1039.0,904.0,805.0
1,4,3,1,1,0.8,26.16,1160.0,10620,75,0.0,0,0,59.0,0.850502311,1160.0,1160.0,1160.0,1160.0
1,4,3,1,8,0.8,25.9,1177.0,8970,60,0.0,0,0,56.5,0.850415628,1177.0,1177.0,1177.0,1177.0
1,4,3,1,7,0.8,25.9,1281.0,10170,60,0.0,0,0,56.5,0.850136766,1281.0,1281.0,1281.0,1281.0
1,4,3,1,9,0.8,26.16,1369.0,10620,63,0.0,0,0,59.0,0.800117103,1369.0,1369.0,1369.0,1369.0
1,4,3,1,6,0.8,11.61,1084.0,4950,38,0.0,0,0,31.5,0.80003139,1084.0,1084.0,1084.0,1084.0
1,4,3,1,12,0.8,11.61,1216.0,4950,50,0.0,0,0,31.5,0.80003139,1216.0,1216.0,1216.0,1216.0
1,4,3,1,5,0.7,20.79,391.0,10440,0,0.0,0,0,58.0,0.700060345,391.0,391.0,391.0,391.0
1,4,3,2,7,0.8,2.9,,1440,0,0.0,0,0,8.0,0.689299242,1190.0,1039.0,904.0,766.0
1,4,3,1,3,0.5,22.52,1102.0,10170,30,0.0,0,0,56.5,0.660683293,1102.0,1102.0,1102.0,1102.0
1,4,3,1,4,0.65,22.52,872.0,10080,26,0.0,0,0,56.0,0.650130952,872.0,872.0,872.0,872.0
1,4,3,2,8,0.8,2.9,,1440,0,0.0,0,0,8.0,0.606912879,1190.0,1039.0,904.0,825.0
1,4,3,1,10,0.6,22.52,1076.0,10170,23,0.0,0,0,56.5,0.600291767,1076.0,1076.0,1076.0,1076.0
1,4,3,1,11,0.5,14.89,917.0,9900,30,0.0,0,0,55.0,0.500025069,917.0,917.0,917.0,917.0
1,4,3,1,2,0.5,22.94,1044.0,9810,23,0.0,0,0,54.5,0.499998888,1044.0,1044.0,1044.0,1044.0
1,6,3,2,5,0.65,4.15,,2700,0,0.0,0,0,15.0,0.98719697,1190.0,1039.0,935.0,845.0
1,6,3,2,2,0.8,3.94,,1800,0,0.0,0,0,10.0,0.980909091,1190.0,1039.0,716.0,1019.0
1,6,3,2,10,0.8,3.94,,1440,0,0.0,0,0,8.0,0.974621212,1190.0,1039.0,905.0,935.0
1,6,3,2,1,0.8,3.94,,1440,0,0.0,0,0,8.0,0.884261364,1190.0,1039.0,903.0,758.0
1,6,3,2,9,0.8,3.94,,1800,0,0.0,0,0,10.0,0.82680303,1190.0,1039.0,716.0,831.0
1,6,3,1,6,0.8,11.41,1067.0,5490,63,0.0,0,0,30.5,0.800343766,1067.0,1067.0,1067.0,1067.0
1,6,3,1,12,0.8,11.61,1039.0,5670,63,0.0,0,0,31.5,0.800246753,1039.0,1039.0,1039.0,1039.0
1,6,3,1,7,0.8,25.9,1396.0,10170,50,0.0,0,0,56.5,0.800128721,1396.0,1396.0,1396.0,1396.0
1,6,3,1,8,0.8,25.9,1292.0,10170,50,0.0,0,0,56.5,0.800128721,1292.0,1292.0,1292.0,1292.0
1,6,3,1,1,0.8,48.68,171.0,10620,63,0.0,0,0,59.0,0.800117103,171.0,171.0,171.0,171.0
1,6,3,1,9,0.8,26.16,1128.0,10620,63,0.0,0,0,59.0,0.800117103,1128.0,1128.0,1128.0,1128.0
1,6,3,1,2,0.6,22.94,865.0,6570,23,0.0,0,0,56.5,0.77011398,865.0,865.0,865.0,865.0
1,6,3,1,4,0.7,22.52,825.0,10170,50,0.0,0,0,56.5,0.7005417,825.0,825.0,825.0,825.0
1,6,3,2,8,0.8,2.9,,1440,0,0.0,0,0,8.0,0.675568182,1190.0,1039.0,904.0,813.0
1,6,3,2,7,0.8,2.9,,1440,0,0.0,0,0,8.0,0.661837121,1190.0,1039.0,904.0,778.0
1,6,3,1,10,0.65,22.52,1163.0,9720,35,0.0,0,0,54.0,0.650198653,1163.0,1163.0,1163.0,1163.0
1,6,3,1,3,0.6,22.52,1140.0,10170,30,0.0,0,0,56.5,0.600291767,1140.0,1140.0,1140.0,1140.0
1,6,3,1,11,0.6,14.89,1027.0,10080,38,0.0,0,0,56.0,0.600273268,1027.0,1027.0,1027.0,1027.0
1,6,3,2,6,0.8,2.9,,900,0,0.0,0,0,5.0,0.465757576,1190.0,1039.0,806.0,761.0
1,6,3,1,5,0.7,41.19,1052.0,10440,21,0.0,0,0,58.0,0.452012539,1052.0,1052.0,1052.0,1052.0
1,6,3,2,11,0.8,4.15,,1260,0,0.0,0,0,7.0,0.313852814,1190.0,1039.0,771.0,798.0
1,7,3,2,5,0.6,4.15,,1440,0,0.0,0,0,8.0,0.852793561,1190.0,1039.0,904.0,796.0
1,7,3,2,11,0.65,4.15,,2160,0,0.0,0,0,12.0,0.838383838,1190.0,1039.0,891.0,852.0
1,7,3,2,6,0.8,2.9,,1800,0,0.0,0,0,10.0,0.804848485,1190.0,1039.0,717.0,801.0
1,7,3,1,6,0.8,11.41,1140.0,5490,63,0.0,0,0,30.5,0.800343766,1140.0,1140.0,1140.0,1140.0
1,7,3,1,7,0.8,48.84,624.0,10170,50,0.0,0,0,56.5,0.800128721,624.0,624.0,624.0,624.0
1,7,3,1,8,0.8,25.9,1288.0,10170,38,0.0,0,0,56.5,0.800128721,1288.0,1288.0,1288.0,1288.0
1,7,3,1,9,0.8,26.16,1381.0,3660,50,0.0,0,0,59.0,0.800015009,1381.0,1381.0,1381.0,1381.0
1,7,3,1,4,0.7,22.52,882.0,10170,50,0.0,0,0,56.5,0.7005417,882.0,882.0,882.0,882.0
1,7,3,1,10,0.7,22.52,1002.0,10080,40,0.0,0,0,56.0,0.700094156,1002.0,1002.0,1002.0,1002.0
1,7,3,2,7,0.8,2.9,,1440,0,0.0,0,0,8.0,0.692045455,1190.0,1039.0,904.0,780.0
1,7,3,1,12,0.8,26.87,585.0,5670,56,0.0,0,0,31.5,0.662255892,585.0,585.0,585.0,585.0
1,7,3,1,3,0.65,22.52,1138.0,10170,35,0.0,0,0,56.5,0.650416734,1138.0,1138.0,1138.0,1138.0
1,7,3,1,11,0.65,14.89,1140.0,10260,44,0.0,0,0,57.0,0.650299575,1140.0,1140.0,1140.0,1140.0
1,7,3,1,2,0.65,22.94,1025.0,10170,26,0.0,0,0,56.5,0.650243497,1025.0,1025.0,1025.0,1025.0
1,7,3,2,8,0.8,2.9,,1440,0,0.0,0,0,8.0,0.639867424,1190.0,1039.0,904.0,833.0
1,7,3,1,5,0.6,20.4,1031.0,10440,30,0.0,0,0,58.0,0.600062696,1031.0,1031.0,1031.0,1031.0
1,7,3,2,9,0.8,3.94,,1800,0,0.0,0,0,10.0,0.582045455,1190.0,1039.0,717.0,851.0
1,7,3,1,1,0.8,49.1,1381.0,10350,24,0.0,0,0,57.5,0.403242161,1381.0,1381.0,1381.0,1381.0
1,7,3,2,10,0.7,3.94,,1440,0,0.0,0,0,8.0,0.235795455,1190.0,1039.0,905.0,874.0
1,1,3,2,4,0.7,4.3,,5040,0,0.0,0,0,28.0,0.977272727,1190.0,1039.0,889.0,1553.0
1,1,3,2,9,0.8,3.94,,1800,0,0.0,0,0,10.0,0.964106061,1190.0,1039.0,717.0,1366.0
1,1,3,2,5,0.65,4.15,,1440,0,0.0,0,0,8.0,0.958901515,1190.0,1039.0,903.0,1308.0
1,1,3,1,6,0.8,11.41,1028.0,4380,50,0.0,0,0,31.0,0.800358775,1028.0,1028.0,1028.0,1028.0
1,1,3,1,8,0.8,25.9,1380.0,3630,50,0.0,0,0,56.5,0.800162602,1380.0,1380.0,1380.0,1380.0
1,1,3,1,9,0.8,26.16,1196.0,10620,63,0.0,0,0,59.0,0.800117103,1196.0,1196.0,1196.0,1196.0
1,1,3,2,12,0.8,2.9,,1440,0,0.0,0,0,8.0,0.793844697,1190.0,1039.0,904.0,949.0
1,1,3,1,2,0.7,22.94,1006.0,10170,38,0.0,0,0,56.5,0.750517565,1006.0,1006.0,1006.0,1006.0
1,1,3,1,4,0.7,22.52,930.0,10260,63,0.0,0,0,57.0,0.750068049,930.0,930.0,930.0,930.0
1,1,3,1,3,0.7,22.52,1095.0,10170,50,0.0,0,0,56.5,0.750062751,1095.0,1095.0,1095.0,1095.0
1,1,3,1,10,0.7,22.52,938.0,10080,63,0.0,0,0,56.0,0.750057359,938.0,938.0,938.0,938.0
1,1,3,1,11,0.7,14.89,1484.0,10260,50,0.0,0,0,57.0,0.700170388,1484.0,1484.0,1484.0,1484.0
1,1,3,2,8,0.8,2.9,,1440,0,0.0,0,0,8.0,0.683806818,1190.0,1039.0,903.0,871.0
1,1,3,1,5,0.65,20.4,1255.0,8280,35,0.0,0,0,58.0,0.650066445,1255.0,1255.0,1255.0,1255.0
1,1,3,1,7,0.8,48.84,1040.0,10260,30,0.0,0,0,57.0,0.576460393,1040.0,1040.0,1040.0,1040.0
1,1,3,1,1,0.5,22.94,1492.0,10170,30,0.0,0,0,56.5,0.549969429,1492.0,1492.0,1492.0,1492.0
1,1,3,2,10,0.7,3.94,,1440,0,0.0,0,0,8.0,0.538399621,1190.0,1039.0,904.0,949.0
1,1,3,2,11,0.7,4.15,,1440,0,0.0,0,0,8.0,0.409545455,1190.0,1039.0,904.0,939.0
1,1,3,1,12,0.35,15.26,1111.0,6120,23,0.0,0,0,34.0,0.35021836,1111.0,1111.0,1111.0,1111.0
1,2,3,2,5,0.7,4.15,,1440,0,0.0,0,0,8.0,1.033570076,1190.0,1039.0,903.0,2812.0
1,2,3,1,6,0.8,11.41,1047.0,5580,63,0.0,0,0,31.0,0.800261486,1047.0,1047.0,1047.0,1047.0
1,2,3,1,8,0.8,25.9,1434.0,10170,50,0.0,0,0,56.5,0.800128721,1434.0,1434.0,1434.0,1434.0
1,2,3,1,9,0.8,26.16,399.0,10620,63,0.0,0,0,59.0,0.800117103,399.0,399.0,399.0,399.0
1,2,3,1,4,0.7,22.52,983.0,10260,63,0.0,0,0,57.0,0.750068049,983.0,983.0,983.0,983.0
1,2,3,1,10,0.7,22.52,1108.0,10080,63,0.0,0,0,56.0,0.750057359,1108.0,1108.0,1108.0,1108.0
1,2,3,1,3,0.7,22.52,1134.0,8460,50,0.0,0,0,57.0,0.750037968,1134.0,1134.0,1134.0,1134.0
1,2,3,1,2,0.7,22.94,1363.0,10260,50,0.0,0,0,57.0,0.750031898,1363.0,1363.0,1363.0,1363.0
1,2,3,2,9,0.8,3.94,,1800,0,0.0,0,0,10.0,0.72830303,1190.0,1039.0,716.0,755.0
1,2,3,1,11,0.7,14.89,1501.0,10260,50,0.0,0,0,57.0,0.700170388,1501.0,1501.0,1501.0,1501.0
1,2,3,1,5,0.7,20.4,1352.0,10260,50,0.0,0,0,57.0,0.700063796,1352.0,1352.0,1352.0,1352.0
1,2,3,2,8,0.8,2.9,,1440,0,0.0,0,0,8.0,0.639867424,1190.0,1039.0,904.0,783.0
1,2,3,1,12,0.5,15.26,1352.0,3720,23,0.0,0,0,34.0,0.500290419,1352.0,1352.0,1352.0,1352.0
1,2,3,1,7,0.35,22.94,1450.0,10080,30,0.0,0,0,56.0,0.400332792,1450.0,1450.0,1450.0,1450.0
1,2,3,2,11,0.7,4.15,,2700,0,0.0,0,0,15.0,0.362666667,1190.0,1039.0,934.0,742.0
1,3,3,2,4,0.75,4.3,,6000,0,0.0,0,0,20.0,0.978525641,1190.0,1039.0,1840.0,904.0
1,3,3,2,2,0.7,3.94,,5100,0,0.0,0,0,17.0,0.912202112,1190.0,1039.0,930.0,1109.0
1,3,3,1,4,0.75,22.52,825.0,10080,94,0.0,0,0,56.0,0.900556277,825.0,825.0,825.0,825.0
1,3,3,1,6,0.8,11.61,916.0,5760,75,0.0,0,0,89.0,0.850410511,916.0,916.0,916.0,916.0
1,3,3,2,9,0.8,3.94,,2400,0,0.0,0,0,8.0,0.827147436,1190.0,1039.0,865.0,792.0
1,3,3,1,8,0.8,25.9,562.0,7470,38,0.0,0,0,56.5,0.800436542,562.0,562.0,562.0,562.0
1,3,3,1,2,0.7,22.94,1422.0,10500,60,0.0,0,0,57.0,0.800415742,1422.0,1422.0,1422.0,1422.0
1,3,3,1,10,0.7,22.52,1206.0,10080,75,0.0,0,0,56.0,0.800020563,1206.0,1206.0,1206.0,1206.0
1,3,3,2,5,0.7,4.15,,2400,0,0.0,0,0,8.0,0.758173077,1190.0,1039.0,865.0,697.0
1,3,3,1,5,0.7,20.4,1404.0,10440,50,0.0,0,0,58.0,0.750344828,1404.0,1404.0,1404.0,1404.0
1,3,3,1,3,0.7,22.52,1139.0,10260,63,0.0,0,0,57.0,0.750068049,1139.0,1139.0,1139.0,1139.0
1,3,3,1,11,0.7,14.89,1735.0,10260,50,0.0,0,0,57.0,0.700170388,1735.0,1735.0,1735.0,1735.0
1,3,3,1,1,0.65,22.94,1595.0,10260,34,0.0,0,0,57.0,0.700029771,1595.0,1595.0,1595.0,1595.0
1,3,3,1,12,0.6,15.26,1245.0,6360,23,0.0,0,0,34.0,0.60017284,1245.0,1245.0,1245.0,1245.0
1,3,3,2,8,0.8,2.9,,2400,0,0.0,0,0,8.0,0.594871795,1190.0,1039.0,866.0,791.0
1,3,3,1,9,0.8,54.56,757.0,4140,29,0.0,0,0,58.0,0.520237649,757.0,757.0,757.0,757.0
1,3,3,2,1,0.65,3.94,,2400,0,0.0,0,0,8.0,0.505128205,1190.0,1039.0,866.0,767.0
1,3,3,1,7,0.5,22.52,1720.0,10080,23,0.0,0,0,56.0,0.500241342,1720.0,1720.0,1720.0,1720.0
1,3,3,2,11,0.7,4.15,,2700,0,0.0,0,0,9.0,0.470769231,1190.0,1039.0,934.0,802.0
1,4,4,2,7,0.6,3.94,,6000,0,0.0,0,0,10.0,0.957638889,1190.0,1039.0,1876.0,967.0
1,4,4,2,10,0.75,3.94,,8400,0,0.0,0,0,14.0,0.940701058,1190.0,1039.0,1058.0,960.0
1,4,4,1,4,0.75,22.52,759.0,10080,81,0.0,0,0,56.0,0.849983766,759.0,759.0,759.0,759.0
1,4,4,1,2,0.7,22.94,1510.0,10620,60,0.0,0,0,57.0,0.800302791,1510.0,1510.0,1510.0,1510.0
1,4,4,1,6,0.8,11.61,955.0,6360,63,0.0,0,0,32.0,0.800191989,955.0,955.0,955.0,955.0
1,4,4,1,10,0.75,22.52,1328.0,10080,55,0.0,0,0,56.0,0.800020563,1328.0,1328.0,1328.0,1328.0
1,4,4,1,1,0.7,22.94,1384.0,12180,63,0.0,0,0,57.0,0.750162367,1384.0,1384.0,1384.0,1384.0
1,4,4,1,3,0.7,22.52,1244.0,10260,63,0.0,0,0,57.0,0.750068049,1244.0,1244.0,1244.0,1244.0
1,4,4,2,5,0.7,4.15,,9000,0,0.0,0,0,15.0,0.742901235,1190.0,1039.0,1032.0,799.0
1,4,4,1,5,0.7,20.4,1480.0,10440,40,0.0,0,0,58.0,0.700250784,1480.0,1480.0,1480.0,1480.0
1,4,4,1,11,0.7,14.89,1863.0,10260,50,0.0,0,0,57.0,0.700170388,1863.0,1863.0,1863.0,1863.0
1,4,4,2,4,0.75,4.3,,9000,0,0.0,0,0,15.0,0.670216049,1190.0,1039.0,1032.0,802.0
1,4,4,2,1,0.7,3.94,,15000,0,0.0,0,0,25.0,0.649662222,1190.0,1039.0,733.0,880.0
1,4,4,2,2,0.7,3.94,,15000,0,0.0,0,0,25.0,0.649662222,1190.0,1039.0,733.0,820.0
1,4,4,2,6,0.8,2.9,,4800,0,0.0,0,0,8.0,0.626822917,1190.0,1039.0,976.0,863.0
1,4,4,1,12,0.6,15.26,1492.0,6960,23,0.0,0,0,34.0,0.600436426,1492.0,1492.0,1492.0,1492.0
1,4,4,1,7,0.6,22.52,1859.0,10260,23,0.0,0,0,57.0,0.60041361,1859.0,1859.0,1859.0,1859.0
1,4,4,1,8,0.8,40.99,980.0,10770,30,0.0,0,0,56.5,0.555500132,980.0,980.0,980.0,980.0
1,4,4,1,9,0.5,29.12,970.0,10440,30,0.0,0,0,58.0,0.500547544,970.0,970.0,970.0,970.0
1,4,4,2,3,0.7,3.94,,12000,0,0.0,0,0,20.0,0.460578704,1190.0,1039.0,1139.0,865.0
1,4,4,2,8,0.8,2.9,,4800,0,0.0,0,0,8.0,0.397743056,1190.0,1039.0,976.0,862.0
1,4,4,2,12,0.6,4.08,,5400,0,0.0,0,0,9.0,0.327407407,1190.0,1039.0,1057.0,1022.0
1,6,4,2,5,0.7,4.15,,2700,0,0.0,0,0,15.0,0.966666667,1190.0,1039.0,935.0,858.0
1,6,4,2,10,0.75,3.94,,1800,0,0.0,0,0,10.0,0.937242424,1190.0,1039.0,717.0,930.0
1,6,4,2,8,0.8,2.9,,1620,0,0.0,0,0,9.0,0.910521886,1190.0,1039.0,818.0,945.0
1,6,4,1,2,0.75,22.94,1606.0,10260,94,0.0,0,0,57.0,0.90064806,1606.0,1606.0,1606.0,1606.0
1,6,4,1,4,0.75,22.52,727.0,10260,94,0.0,0,0,57.0,0.900321106,727.0,727.0,727.0,727.0
1,6,4,2,11,0.75,4.15,,1800,0,0.0,0,0,10.0,0.896022727,1190.0,1039.0,717.0,837.0
1,6,4,2,3,0.75,3.94,,1440,0,0.0,0,0,8.0,0.895454545,1190.0,1039.0,903.0,781.0
1,6,4,2,7,0.65,3.94,,2160,0,0.0,0,0,12.0,0.870580808,1190.0,1039.0,891.0,806.0
1,6,4,2,12,0.7,4.08,,1620,0,0.0,0,0,9.0,0.858585859,1190.0,1039.0,818.0,943.0
1,6,4,1,1,0.7,22.94,1472.0,10260,75,0.0,0,0,57.0,0.800643806,1472.0,1472.0,1472.0,1472.0
1,6,4,1,10,0.75,22.52,1332.0,10080,69,0.0,0,0,56.0,0.80062987,1332.0,1332.0,1332.0,1332.0
1,6,4,1,6,0.8,11.61,1009.0,5640,63,0.0,0,0,32.0,0.800537143,1009.0,1009.0,1009.0,1009.0
1,6,4,1,3,0.75,22.52,1266.0,10260,69,0.0,0,0,57.0,0.80035194,1266.0,1266.0,1266.0,1266.0
1,6,4,1,12,0.75,15.26,1316.0,6120,40,0.0,0,0,34.0,0.750079323,1316.0,1316.0,1316.0,1316.0
1,6,4,1,11,0.75,42.97,1282.0,10260,56,0.0,0,0,57.0,0.750041201,1282.0,1282.0,1282.0,1282.0
1,6,4,1,5,0.7,20.4,1382.0,10440,50,0.0,0,0,58.0,0.700250784,1382.0,1382.0,1382.0,1382.0
1,6,4,2,4,0.75,4.3,,2160,0,0.0,0,0,12.0,0.651515152,1190.0,1039.0,891.0,772.0
1,6,4,1,7,0.65,22.52,1295.0,10170,26,0.0,0,0,56.5,0.650416734,1295.0,1295.0,1295.0,1295.0
1,6,4,1,9,0.6,29.12,925.0,6660,23,0.0,0,0,58.0,0.600125217,925.0,925.0,925.0,925.0
1,6,4,2,2,0.75,3.94,,1440,0,0.0,0,0,8.0,0.578314394,1190.0,1039.0,903.0,770.0
1,6,4,2,1,0.7,3.94,,1440,0,0.0,0,0,8.0,0.578314394,1190.0,1039.0,903.0,797.0
1,6,4,1,8,0.35,15.09,1448.0,9360,23,0.0,0,0,52.0,0.34998951,1448.0,1448.0,1448.0,1448.0
1,6,4,2,9,0.6,3.94,,1440,0,0.0,0,0,8.0,0.261174242,1190.0,1039.0,904.0,892.0
1,7,4,2,5,0.7,4.15,,3060,0,0.0,0,0,17.0,0.973796791,1190.0,1039.0,865.0,876.0
1,7,4,2,2,0.75,3.94,,1440,0,0.0,0,0,8.0,0.970075758,1190.0,1039.0,903.0,1059.0
1,7,4,2,1,0.7,3.94,,1440,0,0.0,0,0,8.0,0.970075758,1190.0,1039.0,903.0,1080.0
1,7,4,2,3,0.75,3.94,,1620,0,0.0,0,0,9.0,0.961784512,1190.0,1039.0,817.0,888.0
1,7,4,2,10,0.75,3.94,,3420,0,0.0,0,0,19.0,0.955151515,1190.0,1039.0,930.0,957.0
1,7,4,2,4,0.75,4.3,,2160,0,0.0,0,0,12.0,0.952020202,1190.0,1039.0,891.0,891.0
1,7,4,1,4,0.75,22.52,867.0,10260,94,0.0,0,0,57.0,0.900321106,867.0,867.0,867.0,867.0
1,7,4,1,2,0.75,22.94,1636.0,10530,81,0.0,0,0,58.5,0.850223776,1636.0,1636.0,1636.0,1636.0
1,7,4,1,1,0.7,22.94,1682.0,10530,75,0.0,0,0,58.5,0.800909609,1682.0,1682.0,1682.0,1682.0
1,7,4,1,3,0.75,22.52,1495.0,10350,55,0.0,0,0,57.5,0.800513307,1495.0,1495.0,1495.0,1495.0
1,7,4,1,6,0.8,11.61,1181.0,5760,63,0.0,0,0,32.0,0.800386364,1181.0,1181.0,1181.0,1181.0
1,7,4,1,10,0.75,22.52,1413.0,10080,69,0.0,0,0,56.0,0.800020563,1413.0,1413.0,1413.0,1413.0
1,7,4,2,7,0.65,3.94,,2520,0,0.0,0,0,14.0,0.749188312,1190.0,1039.0,926.0,800.0
1,7,4,1,7,0.7,22.52,360.0,10170,40,0.0,0,0,56.5,0.7005417,360.0,360.0,360.0,360.0
1,7,4,1,12,0.7,15.26,1296.0,6120,40,0.0,0,0,34.0,0.70043672,1296.0,1296.0,1296.0,1296.0
1,7,4,1,5,0.7,20.4,1217.0,10440,50,0.0,0,0,58.0,0.700250784,1217.0,1217.0,1217.0,1217.0
1,7,4,1,9,0.65,29.12,1086.0,10440,26,0.0,0,0,58.0,0.650407524,1086.0,1086.0,1086.0,1086.0
1,7,4,2,12,0.7,4.08,,1620,0,0.0,0,0,9.0,0.618181818,1190.0,1039.0,818.0,979.0
1,7,4,1,11,0.75,42.97,532.0,10260,40,0.0,0,0,57.0,0.59114168,532.0,532.0,532.0,532.0
1,7,4,1,8,0.5,15.09,1557.0,720,23,0.0,0,0,52.0,0.500061916,1557.0,1557.0,1557.0,1557.0
1,7,4,2,8,0.8,2.9,,720,0,0.0,0,0,4.0,0.329545455,1190.0,1039.0,945.0,825.0
1,1,4,2,3,0.75,3.94,,1800,0,0.0,0,0,10.0,1.059621212,1190.0,1039.0,716.0,3433.0
1,1,4,2,10,0.75,3.94,,3780,0,0.0,0,0,21.0,0.997792208,1190.0,1039.0,1238.0,1612.0
1,1,4,2,4,0.75,4.3,,2160,0,0.0,0,0,12.0,0.963699495,1190.0,1039.0,890.0,1291.0
1,1,4,2,5,0.7,4.15,,2700,0,0.0,0,0,15.0,0.959191919,1190.0,1039.0,935.0,1309.0
1,1,4,2,2,0.75,3.94,,1800,0,0.0,0,0,10.0,0.910378788,1190.0,1039.0,716.0,1353.0
1,1,4,2,1,0.7,3.94,,1800,0,0.0,0,0,10.0,0.910378788,1190.0,1039.0,716.0,1404.0
1,1,4,1,4,0.8,22.52,1016.0,10170,60,0.0,0,0,56.5,0.850312684,1016.0,1016.0,1016.0,1016.0
